SNRs,Gid,addrs,bssid,time
"[37, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:58.320492
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.329804
"[34, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.341168
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.351784
"[41, 40, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:45:58.362113
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.371965
"[33, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.382001
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:58.391151
"[34, 39, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:58.401326
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:45:58.414658
"[37, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.423117
"[41, 44, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.430371
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.440049
"[34, 34, 44]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.469251
"[37, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:58.480722
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.490867
"[35, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.504563
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.512661
"[41, 40, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:45:58.523050
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.535335
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.545560
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:58.556780
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:45:58.576385
"[36, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.586798
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.597138
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.607559
"[34, 34, 40]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.627356
"[34, 34, 40]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.630335
"[37, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:58.633793
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.646315
"[34, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.657468
"[41, 44, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:45:58.677607
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.687541
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.697599
"[36, 39, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:58.708676
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:45:58.727965
"[37, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.741636
"[41, 44, 39]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.753700
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.763935
"[37, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:58.794666
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.803728
"[35, 37, 39]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.815351
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.825902
"[41, 39, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:45:58.835161
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.845291
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.855391
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:58.869846
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:45:58.889685
"[36, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.899880
"[41, 39, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.913491
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.923602
"[37, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:58.951895
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:58.962123
"[35, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:58.973808
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:58.984244
"[41, 39, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:45:58.994691
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.004639
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.017566
"[37, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.029192
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:45:59.045165
"[37, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.055059
"[41, 44, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.066185
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.076370
"[34, 34, 39]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.101243
"[37, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.106948
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.116847
"[35, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.128215
"[34, 40, 40]",42,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.132057
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.158874
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.168635
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.180194
"[36, 40, 34]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.183560
"[34, 40, 36]",35,"['ac:e0:10:7f:69:db', 'ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.187041
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:45:59.198407
"[36, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.209197
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.224658
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.234388
"[36, 39, 34]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.247758
"[34, 34, 40]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.257971
"[36, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.270730
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.281478
"[35, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.293091
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.304036
"[41, 40, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:45:59.312033
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.323091
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.333271
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.344782
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:45:59.359925
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.377900
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.388119
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.398626
"[36, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.416021
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.426192
"[39, 39]",43,"['ac:e0:10:7f:a6:e9', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.442867
"[36, 36, 40]",44,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.452713
[40],45,['ac:e0:10:7f:a6:e9'],18:64:72:7e:a8:70,2016-07-14T11:45:59.457311
[39],46,['a8:a7:95:20:0e:ad'],18:64:72:7e:a8:70,2016-07-14T11:45:59.466343
[34],6,['ac:e0:10:7f:69:db'],18:64:72:7e:a8:70,2016-07-14T11:45:59.468478
[35],47,['ac:e0:10:7f:a6:e5'],18:64:72:7e:a8:70,2016-07-14T11:45:59.469740
[41],48,['ac:e0:10:7f:a6:f9'],18:64:72:7e:a8:70,2016-07-14T11:45:59.470788
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.471728
"[41, 40, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:45:59.478153
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.488238
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.498517
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.510074
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:45:59.528238
"[37, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.538377
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.551983
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.564536
"[37, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.575337
"[36, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.595734
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.605966
"[35, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.620025
"[33, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.630733
"[41, 40, 36]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:45:59.641113
"[37, 36, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.651336
"[36, 35, 39]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.654555
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.658003
"[36, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.674599
"[37, 36, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:45:59.695871
"[36, 35, 42]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.706648
"[41, 44, 39]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.718214
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.724109
"[37, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.744332
"[34, 34, 44]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.750008
"[36, 37, 36]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.759820
"[34, 38, 41]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.769527
"[34, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.781228
"[34, 34, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.791929
"[41, 40, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:45:59.802477
"[37, 35, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.812559
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.823415
"[37, 40, 35]",30,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:f9', 'ac:e0:10:7f:a6:e5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.834968
"[37, 37, 38]",37,"['48:e2:44:92:3a:25', '48:e2:44:b1:2d:3b', 'a8:a7:95:20:0e:ad']",19:64:72:7e:a8:70,2016-07-14T11:45:59.855201
"[36, 35, 41]",38,"['ac:e0:10:7f:b5:2d', 'ac:e0:10:7f:a6:e5', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.864187
"[41, 40, 40]",39,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', 'ac:e0:10:7f:a6:f9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.875197
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.885475
"[34, 35, 40]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.905291
"[34, 34, 39]",40,"['48:e2:44:92:98:b1', 'ac:e0:10:7f:b7:a1', 'ac:e0:10:7f:c1:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.908751
"[36, 37, 35]",17,"['48:e2:44:b1:2d:3b', '48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5']",19:64:72:7e:a8:70,2016-07-14T11:45:59.912128
"[34, 38, 42]",24,"['ac:e0:10:7f:69:db', 'a8:a7:95:20:0e:ad', 'ac:e0:10:7f:b6:03']",19:64:72:7e:a8:70,2016-07-14T11:45:59.922378
"[34, 41, 40]",41,"['48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.936558
"[34, 35, 34]",5,"['48:e2:44:92:98:b1', '48:e2:44:b1:2c:4f', 'ac:e0:10:7f:b7:a1']",19:64:72:7e:a8:70,2016-07-14T11:45:59.947384
"[41, 40, 37]",34,"['ac:e0:10:7f:b6:3b', 'ac:e0:10:7f:c1:a1', '48:e2:44:b1:2d:3b']",19:64:72:7e:a8:70,2016-07-14T11:45:59.957111
"[37, 35, 40]",23,"['48:e2:44:92:3a:25', 'ac:e0:10:7f:67:f5', 'ac:e0:10:7f:a6:e9']",19:64:72:7e:a8:70,2016-07-14T11:45:59.966596
